label,longitude,latitude,TypeCode,Priority,APC_Diameter,APC_Depth,Comment,elevation
APC001,240.4585,-0.94678,APC,1,25,32.0,APC -- tiny ~25m,5845.516289233242
APC003,237.696,-12.47266,APC,1,30,47.0,APC 40m small deep nochain--big smrp?,10500.439388911564
APC005,240.8867,-5.68445,APC,1,30,17.0,APC deep pair,10144.570833539166
APC006,240.9421,-1.61377,APC,1,40,38.0,APC small deep?,6446.1238035272045
APC007,241.2993,-1.68555,APC,1,40,28.0,"APC, deep? ~40m",6610.563531326868
APC008,241.7492,-6.64679,APC,1,40,50.0,APC deep,11017.000076035192
APC009,244.2588,-1.28809,APC,1,40,45.0,APC ~ small deep,7473.616109916817
APC010,241.3897,-2.71338,APC,1,45,30.0,"APC, deep ~45m",7119.52897428515
APC011,243.2452,-4.50244,APC,1,45,34.0,APC irregular 119x45,8169.741556585549
APC012,244.2749,-1.08203,APC,1,45,48.0,"APC ~ small deep, faint graben?",7445.583566224261
APC013,244.2788,-1.12158,APC,1,45,50.0,"APC ~ small deep, faint graben?",7456.469775340143
APC014,236.3418,-13.89099,APC,1,50,75.0,APC nochain deep,8453.541676423309
APC015,243.7466,-6.17554,APC,1,75,66.0,"APC - deep, ~ 75x55m",8301.647090930612
APC016,243.0341,-4.20642,APC,0,55,35.0,APC - deep - 60m >.65 d/D,8027.260542565733
APC017,243.372,-5.88489,APC,1,55,33.0,APC deep,8819.19053829606
APC018,236.7605,-13.86035,APC,1,60,85.0,APC irregular nochain deep,9051.112557001828
APC020,240.5234,-1.05363,APC,1,70,53.0,CTX images not very clear.,5938.9164015290735
APC021,241.0972,-1.57715,APC,1,60,44.0,"APC, deep",6485.345144219414
APC022,242.085,-2.86392,APC,1,65,31.0,Small APC probably Type II,7257.002729449308
APC023,242.63,-5.29,APC,1,60,46.0,APC,9270.492543999924
APC024,245.7545,11.83345,APC,1,60,27.0,50m half-filled APC?,2386.385485810375
APC025,250.1067,4.13696,APC,1,60,88.0,APC -- Deep d/D > 1.4,5096.021170347309
APC026,257.1238,12.6433,APC,1,60,48.0,Ascraeus NE flank 60m APC in chain with largers,10708.2577836794
APC027,235.1852,0.87524,APC,1,65,96.0,APC deep nochain,3751.670490362704
APC028,236.3438,-21.41626,APC,1,65,49.0,"APC,  AA",4000.916280071799
APC029,240.723,-18.73004,APC,1,65,80.0,APC deep nochain,5734.65306525899
APC030,240.895,-5.68079,APC,1,65,38.0,APC deep pair,10146.971424836176
APC032,242.246,-2.71902,APC,1,70,38.0,Small APC - dark interior with sharp edge.,7198.025614904468
APC033,240.4639,-0.95215,APC,1,70,89.0,"APC -- deep, ~70m",5853.475507157115
APC034,236.42,-13.6,APC,1,75,50.0,APC -- end chain deep,8845.13200000008
APC035,237.9064,-18.10693,APC,1,75,76.0,"APC, irregular heart shape in AA? ~ questionable, just a dark floor?",5555.987591212003
APC038,241.5786,-1.85474,APC,1,80,44.0,APC ~ squarish pit,6795.896254629443
APC039,255.6328,7.1543,APC,1,80,71.0,APC,6179.396128542213
APC040,238.8126,-19.40198,APC,1,90,82.0,"Hourglass -- merged APCs? 185 long,22 m narrowest",5154.3903434748345
APC041,239.3748,-1.02046,APC,1,90,57.0,"APC, 85m, 52deep",5266.8744780587085
APC042,239.54,-1.31,APC,1,90,100.0,"deep, nochain, 109m",5588.086079999996
APC043,239.66,-1.36,APC,1,90,47.0,APC,5671.180927999934
APC045,237.8282,-2.04173,APC,0,95,67.0,Probably Type I,4971.375411079701
APC046,236.7245,-14.87268,APC,1,100,32.0,APC  nochain bearded -- no night thermal? 100m,7503.239047585778
APC047,237.5336,-14.5343,APC,1,125,52.0,APC in chain,8495.284706526985
APC048,245.75,-15.85,APC,1,110,102.0,APC,6382.000000000028
APC049,241.2538,-13.53717,APC,1,105,80.0,APC irregular 105x176,8158.893016719632
APC050,237.0449,-0.31885,APC,1,110,83.0,APC deep super pair,4387.812174420906
APC051,238.8672,-13.6178,APC,1,110,50.0,APC nochain b=102,9994.48586891234
APC052,239.64,-1.67,APC,1,110,55.0,APC,5893.347807999997
APC053,239.9044,-11.35315,APC,1,110,66.0,APC near chains,11970.013335958174
APC054,249.2178,0.33252,APC,1,109,67.0,"APC in graben, 120m irregular",8191.585159051172
APC055,252.7008,21.79194,APC,1,112,78.0,2 Channel edge mystery spots,2063.136646928369
APC056,237.0503,-0.33545,APC,1,115,86.0,APC deep super pair,4390.513287063712
APC057,238.309,-14.36212,APC,1,115,39.0,APC 144m  dark material inside? possible vent,9023.929205154294
APC058,249.7645,1.43201,APC,1,115,82.0,APC ~120m?,7066.361588396597
APC059,232.8127,2.04565,APC,1,118,71.0,APC - Type II,2366.327909027087
APC060,237.0083,-11.72388,APC,1,120,68.0,APC,10082.410565250177
APC061,240.9015,-7.17221,APC,0,119,55.0,APC nochain,12331.8017115082
APC062,236.51,-17.21,APC,1,130,85.0,APC nochain AA 150m,5610.332096000008
APC063,236.51,-13.96,APC,1,125,39.0,APC nochain,8645.917440000083
APC064,237.4902,-14.00342,APC,1,125,44.0,APC  in chain,9270.284293088876
APC065,239.95,-13.92,APC,1,125,59.0,APC nochain,9194.339999999987
APC066,238.7723,-14.06042,APC,1,130,45.0,APC,9502.960253597295
APC067,239.7908,-14.84766,APC,1,130,47.0,"APC inchain, 120m",8111.314054301008
APC068,240.54,-6.713,APC,1,130,93.0,"APC Irregular, 128x95",11172.995372207844
APC069,235.4121,-14.20947,APC,1,159,47.0,nochain,6993.456599351204
APC070,239.4691,-0.91003,APC,1,95,67.0,Type I or II? No chain. Sloped upper rim above aperture.,5281.775214805769
APC071,240.02,-13.84,APC,1,140,81.0,APC nochain,9170.734751999938
APC072,240.32,-7.84,APC,1,170,72.0,APC,15577.813919999637
APC073,245.89,-16.33,APC,0,150,50.0,APC,6285.005343999995
APC074,239.22,-13.94,APC,0,180,46.0,APC,9509.23257600005
APC075,241.3931,-5.5332,APC,0,165,345.0,APC ~ Jeanne,9963.4134845422
APC076,235.4053,0.99561,APC,1,165,114.0,"APC, end of pit, inchain 162m",3779.778273793913
APC077,237.252,-13.07,APC,1,165,71.0,APC,9960.303558912085
APC078,237.558,-14.507,APC,1,185,88.0,APC,8535.851864765395
APC079,240.04,-14.28,APC,0,175,84.0,APC in chain b=164,8713.321023999968
APC080,236.62,-12.6,APC,1,180,63.0,"APC, nochain, on inflated tubeflow",9648.69200000009
APC081,238.1161,-18.901,APC,1,185,112.0,APC dark nochain,5284.435720029117
APC082,239.02,-6.31,APC,1,185,99.0,APC,10397.795360000064
APC083,239.53,-13.38,APC,1,190,82.0,APC,9946.05734400002
APC084,248.5801,-0.45215,APC,1,190,87.0,APC -- 7th grd class,8598.844785679366
APC085,247.5515,17.28099,APC,0,200,59.0,Fanpit B,2152.857214178768
APC086,240.55,-6.708,APC,1,215,161.0,APC -- dust mound under rim,11152.771583999922
APC087,237.3879,-19.57495,APC,1,230,80.0,APC Elliot,4832.088717480327
APC088,236.6821,-17.10645,APC,1,235,75.0,APC 324m shallow?,5701.9253314796215
APC089,238.41,-18.55,APC,1,240,80.0,"APC, AA, nochain",5486.468000000022
APC090,237.05,-10.59,APC,1,250,69.0,APC,9430.484000000062
APC091,240.03,-6.52,APC,1,250,155.0,APC,11076.346783999994
APC092,247.5439,17.27168,APC,1,275,167.0,Fanpit A,2152.3130127767217
APC093,239.21,-4.29,APC,1,285,132.0,APC,6890.809248000087
APC094,259.3536,24.76974,APC,0,350,128.0,Tractus3,2195.8327341688705
APC095,259.3452,26.16333,APC,0,375,183.0,Tractus1,2076.0663633813338
APC096,237.56,-19.46,APC,1,475,124.0,"Hayden, 540m nochain",4918.758528000004
APC098,245.85,-16.25,APC,0,150,50.0,APC,6294.999999999997
APC099,242.5299,-17.46004,APC,0,215,151.0,APC,6246.219900192177
APC100,234.9626,-8.11974,APC,1,130,80.0,"135 x 90, depth may be wrong if interior is dark material.",4803.495872277255
APC101,239.4024,-13.67523,APC,1,430,138.0,"Very large type III - Upper cliffs, sloped lower walls.",9739.170077016935
APC102,239.4213,-13.68152,APC,1,375,103.0,"Very large type III - Upper cliffs, sloped lower walls.",9725.125872747669
APC103,239.4382,-13.68353,APC,1,520,218.0,"Very large type III - Upper cliffs, sloped lower walls.",9716.05844992053
APC104,238.6571,-6.36218,APC,0,130,57.0,APC,10432.235361462155
APC105,236.539,-13.08098,APC,1,190,47.0,APC,9433.758146506902
APC106,139.1303,28.58124,APC,1,255,92.0,sloped floor?,-1691.0113591014494
APC107,139.7143,28.58714,APC,1,160,34.0,in chain - Elysium,-1121.1546703172617
APC108,139.9279,28.53275,APC,1,360,105.0,in chain - Elysium 3+,-844.006299956725
APC109,139.3289,29.70285,APC,1,240,74.0,220x260ish,-2211.7738899867777
APC110,139.6895,29.71901,APC,1,115,43.0,near trough rim -- Elysium,-2108.971706834366
APC111,142.1093,29.26669,APC,1,160,55.0,near Elysium ~160m,-221.77781927783343
APC112,147.5129,24.76074,APC,1,100,72.0,Good Elysium Type II APC,8914.272626013904
APC113,147.9082,22.53269,APC,1,270,98.0,Elysium APC,2388.7817604517245
APC114,148.7321,24.41968,APC,1,90,20.0,~90m - maybe TypeII,4066.266486273031
APC115,149.9153,23.21488,APC,1,135,74.0,Classic APC ~145m,2037.4096584130791
APC117,236.07,-13.94,APC,1,200,84.0,"APC, Circe",8069.842592000159
APC118,238.131,-12.91895,APC,1,90,30.0,APC -- Small type II?,10480.84075461526
APC119,236.5708,-6.75638,APC,1,250,101.0,"APC irregular 250x450 trough, In spread-out chain,",6854.860156500407
APC120,237.5425,-14.52867,APC,1,175,88.0,"APC in chain with Catalina, 105 deep,171 across",8499.896235683094
APC121,259.3264,25.23291,APC,0,425,185.0,Tractus2,2182.7129640973462
APC122,235.1589,-14.00238,APC,1,122,41.0,nochain,6756.961281444701
APC123,236.8814,-11.86816,APC,1,210,57.0,chain,9959.65834254647
APC124,234.8862,-14.66162,APC,1,250,72.0,APC,6083.413135380588
APC125,239.3912,-14.9541,APC,1,137,36.0,APC,8041.2433159081775
APC126,239.391,-14.95801,APC,1,125,38.0,APC,8035.686656625476
APC127,235.4273,-13.75894,APC,1,105,50.0,APC,7265.742538636668
APC128,255.8157,16.17691,APC,1,60,41.0,APC ~ 60m,3238.299010711585
APC129,231.8792,-2.09052,APC,0,230,105.0,Outstandingly perfect Type II APC,2869.4638454255155
APC130,122.0461,21.52222,APC,1,110,41.0,collapse pit kinda like an APC,-3801.719962321591
APC131,239.25,-13.52,APC,0,170,31.0,APC,9933.18000000007
APC132,242.42,-4.28,APC,0,130,20.0,APC - Shallow or filled-in? Possible rim overhang,8280.270623999946
APC133,250.3825,30.53043,APC,1,140,70.0,APC Lathrop contrib,3205.210420382471
APC134,234.7664,-2.49139,APC,1,100,47.0,APC,3991.384580088169
APC135,234.7219,-2.3743,APC,1,110,53.0,APC 110x80,3945.684230877678
APC136,234.7186,-2.36801,APC,1,90,58.0,APC 90x75,3942.217565018149
APC137,234.7136,-2.35385,APC,1,75,40.0,APC,3935.52696483028
APC138,235.9404,-18.64916,APC,1,135,65.0,"APC, dark, 135x90",4637.3557538838
APC139,250.4644,30.71753,APC,1,415,168.0,Large ovoid APC 415x310 d=168  Lathrop contrib,3158.243732677804
APC140,252.2473,-4.35956,APC,0,135x195,91.0,Notcis Labyrinth APC - deep; overhang,6564.679098917387
APC141,225.4586,-24.78119,APC,0,110,35.0,SW Daedalia APC,2166.3671476752006
CC0001,240.9941,-5.37891,con,1,,,connected tube?,9777.103350037029
CC0002,240.9938,-5.38513,con,1,,,connected tube?,9785.438629940129
CC0003,253.8723,0.19116,crk,3,,,Fractures in channel wall,5561.517641343732
CC0004,252.8344,6.12328,crk,3,,,pit or fracture near deep trough,6297.096572253265
CC0005,258.4243,14.23633,crk,3,,,Channel wall fracture candidate,5498.048822718432
CC0006,254.5296,8.3631,crk,3,,,Channel,8526.009574325199
CC0007,254.033,4.3313,crk,3,,,fracture in channel wall,6202.477686371376
CC0008,231.4201,2.48972,crk,3,,,Irregular pattern of graben fractures,1913.4282281195276
CC0009,235.4658,-3.85303,crk,2,,,Small rimless pit,4474.224748976986
CC0010,241.0615,-7.18286,end,2,,,Deep pit in end of trough,11988.466067848623
CC0011,122.3054,21.50098,pit,0,,,large deep Hephaestus pit,-3805.974900283408
CC0012,144.0397,23.37192,end,2,,,Discreet pit at end of trough,1369.043871515507
CC0013,141.0048,29.4056,end,2,,,distal end of pit chain,-938.6013830286084
CC0014,139.7594,29.83328,end,2,,,end of trough,-2062.834238899801
CC0015,236.6222,-6.66313,end,1,,,upper end of trough - impact?,6790.53700403946
CC0016,239.6518,-20.14194,end,2,,,Possible entrance at trough end where fault continues,5020.799320674112
CC0017,239.6345,-20.22433,end,3,,,possible accesss beneath partially collapseed pit,4990.064228487807
CC0018,258.5737,10.57269,end,3,,,pit at end of shallow chain,3712.6976430923055
CC0019,257.217,8.73511,end,2,,,Black-looking hole at end of collapse trough,4000.990323999687
CC0020,254.7465,4.56909,end,3,,,Channel tip,6105.332988583269
CC0021,255.4132,1.83636,end,0,,,Large trough with overhang at end,5393.70023218276
CC0022,253.6738,6.23682,end,3,,,End of collapse trough,6769.232165303391
CC0023,254.9862,1.24988,end,2,,,Hole in end of collapse trough,5421.912237745863
CC0024,241.7553,-14.18007,end,2,,,possible vent?,7554.196877014112
CC0025,240.8302,-6.68977,end,1,,,"Pit at end of trough, possibly under overhang",11275.097953864575
CC0026,284.588,28.78819,end,1,,,Kasei Fracture Tip Cave ~ strong ~ i=49,495.8101160810573
CC0027,139.3868,30.01179,flr,2,,,pit in trough floor,-2490.750515323548
CC0028,140.9491,30.24073,flr,2,,,"depression in fracture floor, overhang?",-1561.754580977111
CC0029,243.0532,-3.87207,flr,2,,,Pit in channel floor,7720.259842982074
CC0030,243.7738,-6.1698,flr,2,,,Pit in channel flor skylight,8266.222289563757
CC0031,244.1912,-7.70654,flr,3,,,"Channel center deep pit, impact?",7392.225871434597
CC0032,248.9462,1.86311,flr,2,,,Pit floor pits,9893.4490244494
CC0033,245.393,-7.18535,flr,2,,,channel floor center,7212.225680963123
CC0034,248.7941,-1.1727,flr,3,,,Channel edge floor,6394.938012594908
CC0035,348.877,29.64915,flr,3,,,Channel floor dark pit,-3406.26698224098
CC0036,244.1758,-6.94916,flr,3,,,Channel edge,7823.989788965509
CC0037,254.474,5.11572,flr,3,,,Channel edge pit,6358.308678907646
CC0038,257.3432,5.73541,flr,3,,,crater in channel with deep central pit,4627.769662978427
CC0039,253.4385,3.02271,flr,3,,,channel floor candidate,5786.765571038907
CC0040,258.0972,10.92065,flr,3,,,Channel pit,5842.147981603639
CC0041,252.6796,7.66431,flr,2,,,Good channel edge candidate,6986.647963984975
CC0042,259.5123,10.63947,flr,3,,,Channel floor,3506.492640548984
CC0043,257.6639,8.43481,flr,3,,,Channel floor,3892.9596319119296
CC0044,254.9085,1.14233,flr,3,,,Sun-facing shadows in channel floor,5426.022546918503
CC0045,259.2913,9.02863,flr,3,,,channel small rimless pit next to impact,3618.906199619579
CC0046,252.8507,4.56213,flr,2,,,small dark small rimless pit in channel center,5809.886299711089
CC0047,254.0222,4.28308,flr,3,,,Line of pits in vent channel,6188.081468410131
CC0048,244.6436,-6.98201,flr,2,,,channel floor hole,7525.638568140091
CC0049,241.0852,-15.71522,flr,3,,,channel floor smrp,6989.511058439776
CC0050,242.551,-19.72817,flr,2,,,channel floor pinholes,5578.502357407027
CC0051,242.5505,-19.72805,flr,2,,,channel floor pinholes,5578.575386053535
CC0052,243.5963,-8.1178,flr,3,,,graben-channel intersection,7578.714900366799
CC0053,241.3721,-12.27734,flr,2,,,channel edge / floor,8243.98381427234
CC0054,242.8667,-14.46582,flr,3,,,channel floor center,6913.146085267644
CC0055,243.0704,-18.35437,flr,1,,,channel floor smrp,5957.83300525386
CC0056,257.5163,16.90201,flr,3,,,Possible small pit at channel floor edge,3260.956268511188
CC0057,240.5676,-15.09371,crk,1,,,Similar to North of Arsia,7560.169637915014
CC0058,240.5514,-15.09529,crk,1,,,Similar to North of Arsia,7565.97431650366
CC0059,240.5497,-15.09581,crk,1,,,Similar to North of Arsia,7566.726758448563
CC0060,302.8489,27.01245,crk,2,,,Kasei collapse region i=65,-603.7329758393446
CC0061,302.8446,27.06726,crk,2,,,Kasei collapse region i=65,-621.9370509781041
CC0062,303.4306,27.04687,crk,2,,,Kasei collapse region i=42,-2456.047799805454
CC0063,296.074,22.48661,crk,2,,,Kasei collapse region i=42 - dusty fracture,-510.4541358286352
CC0064,296.5302,32.0254,crk,3,,,Kasei narrow collapse fractures,-607.8073853656448
CC0065,296.7098,31.91345,crk,2,,,Kasei narrow collapse fractures,-1011.6045136964872
CC0066,240.0261,35.11383,flr,0,,,candidates at edge of graben floor,2266.91697097322
CC0067,240.0174,35.1217,flr,0,,,candidates at edge of graben floor,2274.5334686862634
CC0068,240.0207,35.12909,flr,0,,,candidates at edge of graben floor,2286.1093054988337
CC0069,245.3593,-7.14942,irr,2,,,irregular cavity in flow surface,7243.558753780261
CC0070,242.3995,-10.20605,irr,3,,,"black triangular spot, maybe just albedo",9061.758007403136
CC0071,251.5122,-1.24042,irr,3,,,irregular pit,5946.922607813468
CC0072,252.3458,4.54346,irr,3,,,irregular smrp,5646.453643373204
CC0073,251.7856,5.59863,irr,3,,,black spots in dark wind streaks,5327.527797159795
CC0074,255.9219,1.86072,irr,2,,,irregular black spot - hole or albedo?,5324.467366304581
CC0075,259.9213,-0.70435,irr,3,,,Very black hole in hilltop?,5219.084566794465
CC0076,252.0122,2.1377,irr,2,,,irregular black spot  - induces wind streak,5442.666928874987
CC0077,258.0194,9.32043,irr,3,,,irregular dark spot - hole or impact?,3618.869215275633
CC0078,258.1787,12.9342,irr,3,,,irregular candidate in flow,6244.119612312095
CC0079,257.0233,8.88483,irr,3,,,Features in complex flow terrain,4323.524443147594
CC0080,231.3509,3.34698,irr,3,,,Irregular small rimless pit,1175.8786186170826
CC0081,237.3735,-2.84131,irr,3,,,channel,5007.815419814641
CC0082,230.4404,1.96167,irr,3,,,alt candidate,1893.4410718351369
CC0083,234.6204,0.04688,irr,2,,,skylight,3585.297679569476
CC0084,240.9683,-17.63391,irr,2,,,channel wall features,6213.865322254253
CC0085,243.7784,-16.42139,irr,3,,,Small rimless pit,6431.888266247155
CC0086,241.9454,-12.58533,irr,2,,,small rimless pit in pit,7839.66720947825
CC0087,241.751,-12.32632,irr,2,,,small rimless pit -- irregular,8015.685958503445
CC0088,241.8182,-16.90973,irr,2,,,along edge of flow,6433.461631040548
CC0089,127.1378,21.36868,irr,1,,,collapsed floor of collapse pit,-3669.851004171474
CC0090,296.5162,31.0012,irr,2,,,Kasei circular pit near impact and flows,-2356.6313175359523
CC0091,258.0906,9.14453,lat,3,,,Surface lateral-entrance candidate,3646.331321275869
CC0092,258.9501,6.95557,lat,2,,,lateral candidate in flow,4000.491763851781
CC0093,255.9496,8.86151,lat,0,,,lateral candidate - overhanging ledge,7993.359018929486
CC0094,255.1474,8.04544,lat,3,,,Structure at trough/graben intersect,7425.919077279451
CC0095,256.3721,7.44781,lat,3,,,lateral candidate in channel with albedo,5214.029581659267
CC0096,239.0162,6.24792,lat,3,,,Lateral,4406.127034656923
CC0097,238.553,-5.14594,lat,1,,,"interesting, in hillside",7126.785374989165
CC0098,232.8676,-2.57013,sky,3,,,near tube,3294.0552294254294
CC0099,232.8634,-2.57022,sky,2,,,near tube,3290.98529521521
CC0100,232.8579,-2.58188,sky,3,,,near tube,3282.853820645732
CC0101,232.8484,-2.5773,sky,3,,,near tube,3277.96905510586
CC0102,232.8315,-2.56311,sky,2,,,near tube,3269.87018610678
CC0103,232.8288,-2.56918,sky,3,,,near tube,3267.782782385412
CC0104,142.9086,24.38637,pin,2,,,Channel floor pinhole,1370.0406716844248
CC0105,139.7075,29.90159,pin,2,,,pair of pinholes near Elysium,-2131.5163734066264
CC0106,139.7069,29.90117,pin,2,,,pair of pinholes near Elysium,-2130.9031258912787
CC0107,143.6697,28.13364,pin,2,,,channel floor pinhole,981.390072795398
CC0108,234.7292,-15.40447,pin,1,,,Pinhole tube skylight,5576.943428736251
CC0109,242.6782,-1.87439,pin,1,,,25m black hole in surface (i=58),6942.207148482038
CC0110,243.0272,-4.93567,pin,2,,,"Dark pinhole, but i=58",8622.968445995459
CC0111,245.9289,-3.63776,pin,2,,,pinhole,7714.423138725189
CC0112,250.648,-2.35629,pin,2,,,pinhole,6293.031465910038
CC0113,245.1383,-7.48205,pin,2,,,pinhole,7291.427386637668
CC0114,244.9697,-4.14102,pin,2,,,pinhole,7472.472361620966
CC0115,245.4029,-7.02953,pin,2,,,pinhole,7236.905425878195
CC0116,248.6759,-1.36548,pin,1,,,pinhole,6476.561406004396
CC0117,248.0916,-7.05604,pin,3,,,pinhole in channel,7054.686724663015
CC0118,248.2551,-6.97576,pin,3,,,pinhole,7024.133332871964
CC0119,244.6343,-4.5385,pin,3,,,pinhole,7409.089273942483
CC0120,244.6654,-4.54498,pin,3,,,pinhole,7413.219156334822
CC0121,244.6671,-4.54593,pin,3,,,pinhole,7413.484587738771
CC0122,349.6701,31.04885,pin,3,,,pinhole,-4062.651196642149
CC0123,348.9445,34.03847,pin,3,,,pinhole,-4896.065419732091
CC0124,248.7327,-2.20276,pin,3,,,pinhole,6763.172672911895
CC0125,242.3269,-2.62305,pin,1,,,Pinhole pair near flow margin,7149.631065419353
CC0126,242.3265,-2.62385,pin,1,,,Pinhole pair near flow margin,7150.031408481826
CC0127,247.1965,-4.64502,pin,2,,,pinhole,7300.3736400253665
CC0128,251.7214,-3.78595,pin,3,,,pinhole along crack,6343.493866660609
CC0129,251.699,-3.8013,pin,3,,,Channel edge pinhole,6346.524572282151
CC0130,259.6215,3.93805,pin,3,,,pinhole in lava flow ridge,4337.38656093222
CC0131,252.1619,-1.47308,pin,3,,,Pinhole next to impact - tube breach?,5896.164025365375
CC0132,252.4771,-2.16699,pin,3,,,Pinhole,5861.60386343094
CC0133,259.195,12.6026,pin,3,,,Pinhole with dark halo - impact?,4103.786837261134
CC0134,236.0971,1.00702,pin,3,,,Pinhole at channel edge,4250.474505055586
CC0135,236.2746,-0.4982,pin,3,,,Pinhole,4213.277101524874
CC0136,237.256,-0.37646,pin,3,,,ph,4457.996791353446
CC0137,236.4375,0.41406,pin,1,,,ph,4269.815374955992
CC0138,236.3991,-0.47119,pin,3,,,ph,4250.516397643392
CC0139,236.4189,-0.46893,pin,2,,,ph,4252.385958215956
CC0140,236.616,-0.46008,pin,1,,,skylight,4298.700563445183
CC0141,236.6287,-0.46082,pin,3,,,skylight,4302.200587255178
CC0142,235.3668,-3.19925,pin,2,,,pinhole,4340.1226154360575
CC0143,239.1991,-4.14209,pin,2,,,good pinhole with small inc,6757.371068669207
CC0144,232.9343,-5.4028,pin,3,,,pinhole with wind streak,3808.737061824233
CC0145,232.3659,-3.11479,pin,3,,,in trough,3181.936802819436
CC0146,246.3747,-15.76774,pin,2,,,pretty good,6248.1951061271175
CC0147,243.807,-16.50171,pin,3,,,pinhole,6421.637804362078
CC0148,241.8903,-12.65515,pin,1,,,pinhole smrp,7847.54877745082
CC0149,245.584,-16.93701,pin,1,,,pinhole,6147.141728377343
CC0150,241.4282,-13.55713,pin,2,,,pinhole,8077.194549060729
CC0151,241.7544,-13.5144,pin,3,,,pinhole,7832.159812160012
CC0152,241.9587,-14.28955,pin,1,,,sharp pinhole,7428.473835746965
CC0153,241.8709,-16.8783,pin,3,,,pinhole,6449.07689795449
CC0154,241.8452,-16.82544,pin,2,,,pinhole,6458.534522495881
CC0155,241.9429,-17.46875,pin,3,,,pinhole,6294.170105723611
CC0156,242.0333,-17.73975,pin,3,,,pinhole,6198.545922142574
CC0157,241.9315,-17.69006,pin,2,,,pinhole,6215.328801419784
CC0158,242.0615,-1.96589,pin,2,,,pinhole trio,6899.03672817353
CC0159,143.5983,24.89327,pit,2,,,Deep irregular pit,1494.1638298064254
CC0160,143.601,24.89458,pit,2,,,Deep irregular pit,1495.9546532359857
CC0161,143.6252,24.90615,pit,3,,,Deep trough,1519.936563534844
CC0162,142.9144,24.41136,pit,3,,,shadowed pit at channel edge,1350.0725922855213
